"NU_ANO_CENSO";"CO_UF";"CO_MUNICIPIO";"NO_ENTIDADE";"CO_ENTIDADE";"DS_ENDERECO";"NU_ENDERECO";"DS_COMPLEMENTO";"NO_BAIRRO";"CO_CEP";"NU_DDD";"NU_TELEFONE";"NU_TELEFONE_PUBLICO";"NU_FAX";"latitude";"longitude";"email";"url_website";"abr_nome"
2018;43;4314902;"5072 IEI AMAVTRON";43185282;"R CAIXA ECONOMICA";"633";"-";"SANTA TEREZA";90840610;"51";"32333150";"32320253";"84329265";"-30.0745487";"-51.2222956";"amavtron@hotmail.com                              ";"                                                                                                    ";"5072 AMAVTRON                 "
2018;43;4314902;"5073 EEI MATO GROSSO";43190405;"R OCTAVIO DE SOUZA";"1818";"-";"TERESOPOLIS";90840350;"51";"32662407";"-";"32417441";"-30.0809394";"-51.2289879";"escolamt2017@gmail.com                            ";"                                                                                                    ";"5073 MATO GROSSO              "
2018;43;4314902;"5074 IEI BOA ESPERANCA";43190537;"R ORFANOTROFIO";"409";"-";"SANTA TEREZA";90840440;"51";"30628064";"-";"-";"-30.0789011";"-51.218418";"secretaria.cencor1@hotmail.com                    ";"                                                                                                    ";"5074 BOA ESPERANÇA            "
2018;43;4314902;"5075 IEI MARIA DOLABELLA PORTELA";43187811;"R DONA OTILIA";"927";"-";"SANTA TEREZA";90830580;"51";"31098325";"32666657";"32666067";"-30.0815506";"-51.22654729999999";"imaculatinaspoa@ig.com.br                         ";"                                                                                                    ";"5075 MARIA DOLABELLA PORTELA  "
2018;43;4314902;"5076 EEI DOM ORIONE";43190570;"R URSA MAIOR";"215";"-";"CRISTAL";90820200;"51";"32665774";"-";"32472773";"-30.0859696";"-51.2324344";"orione@donorione.org.br                           ";"                                                                                                    ";"5076 DOM ORIONE               "
2018;43;4314902;"5077 EEI NOSSA SENHORA DE NAZARE-DOM ORIONE";43190553;"R EUCLIDES DE ALMEIDA";"20";"-";"SANTA TEREZA";90840640;"51";"32412955";"-";"-";"-30.0790974";"-51.2239631";"nazare@donorione.org.br                           ";"                                                                                                    ";"5077 NOSSA SENHORA DE NAZARÉ  "
2018;43;4314902;"5081 EEI BRIZOLINHA";43190502;"AV ARROIO DOS PADRES";"130";"-";"VILA NOVA";91712390;"51";"33223095";"-";"-";"-30.0979033";"-51.1877896";"cecojare@yahoo.com.br                             ";"                                                                                                    ";"5081 BRIZOLINHA               "
2018;43;4314902;"5082 IEI MEDIANEIRA";43185096;"R CAIXA ECONOMICA";"320";"-";"SANTA TEREZA";90840610;"51";"32233558";"-";"-";"-30.0725293";"-51.2235659";"crechemedianeira@gmail.com                        ";"                                                                                                    ";"5082 MEDIANEIRA               "
2018;43;4314902;"5083 EEI CASA DE NAZARE CENTRO DE APOIO AO MENOR";43188206;"R CEL TIMOTEO";"350";"-";"CAMAQUA";91910680;"51";"32429196";"-";"-";"-30.00949777";"-51.2376089";"casadenazare@brturbo.com.br                       ";"                                                                                                    ";"5083 CASA DE NAZARE           "
2018;43;4314902;"5084 EEI CANTINHO DA CRIANCA";43190081;"R ADAO ARAUJO";"81";"-";"CEL AP BORGES";91710560;"51";"33395480";"-";"-";"-30.0755231";"-51.182646";"cantinho.crianca@gmail.com                        ";"                                                                                                    ";"5084 CANTINHO DA CRIANCA      "
2018;43;4314902;"5085 EEI BATILANOS";43190634;"ESTR BATILLANAS";"1005";"-";"CASCATA";91712310;"51";"33184427";"-";"-";"-30.0869465";"-51.1811157";"crechebatilanos@hotmail.com                       ";"                                                                                                    ";"5085 BATILANOS                "
2018;43;4314902;"5086 EEI ARAPEI";43185118;"R ARAPEI";"103";"ACESSO 7";"CRISTAL";90830470;"51";"32410360";"98181552";"-";"-30.0863338";"-51.2294967";"crechearapei@yahoo.com.br                         ";"                                                                                                    ";"5086 ARAPEÍ                   "
2018;43;4314902;"5087 IEI NUCLEO SAO FRANCISCO";43188540;"BC UM RUA CEL TIMOTEO";"465";"CRISTAL";"CAVALHADA";91910000;"51";"32434801";"-";"-";"-30.094817";"-51.238514099999996";"casadenazare@brturbo.com.br                       ";"                                                                                                    ";"5087 NUCLEO SAO FRANCISCO     "
2018;43;4314902;"5088 IEI VINDE A MIM AS CRIANCINHAS";43188036;"ESTR COSTA GAMA";"719";"-";"BELEM VELHO";91787311;"51";"32452506";"-";"32452899";"-30.1196196";"-51.1769797";"amparosc@bol.com.br                               ";"                                                                                                    ";"5088 VINDE A MIM AS CRIANCINHA"
2018;43;4314902;"5089 EEI VO MARIA";43185444;"VILA ORFANOTROFIO II";"54";"BECO 14";"NONOAI";90840440;"51";"32660181";"-";"-";"-30.0865126";"-51.2273637";"crechevomaria@gmail.com                           ";"                                                                                                    ";"5089 VÓ MARIA                 "
2018;43;4314902;"5091 IEI MADRE BRIGIDA POSTORINO";43187803;"BC FLORES VILA TRONCO II";"346";"-";"SANTA TEREZA";90843462;"51";"32666067";"-";"91634346";"-30.0772184";"-51.225752";"imaculatinaspoa@ig.com.br                         ";"                                                                                                    ";"5091 MADRE BRIGIDA POSTORINO  "
2018;43;4314902;"5092 EEI NOSSA SENHORA DA SAUDE";43188079;"R ERECHIM";"1280";"-";"NONOAI";90830000;"51";"32418569";"32597298";"-";"-30.0922284";"-51.214383";"cecovae@yahoo.com.br                              ";"                                                                                                    ";"5092 N  SRA SAUDE             "
2018;43;4314902;"5093 EEI RECANTO DA CRIANCA FELIZ";43185452;"R DEPUTADO CUNHA BUENO";"21";"-";"VILA NOVA";91751270;"51";"32633706";"-";"-";"-30.1292391";"-51.2168936";"cassiapeixoto2407@hotmail.com                     ";"                                                                                                    ";"5093 RECANTO DA CRIANCA FELIZ "
2018;43;4314902;"5097 EEI PASSO A PASSO";43185258;"RUA MORRO ALTO";"485";"-";"ABERTA DOS MORROS";91751650;"51";"985296676";"-";"-";"-30.1366918";"-51.2110045";"GISASKRIESE@GMAIL.COM                             ";"                                                                                                    ";"5097 PASSO A PASSO            "
2018;43;4314902;"5098 EEI MENINO JESUS";43185347;"R PAULO MACIEL";"89";"-";"VILA NOVA";91751350;"51";"32468372";"-";"-";"-30.1293154";"-51.214621599999994";"escmeninojesus89@gmail.com                        ";"                                                                                                    ";"5098 MENINO JESUS             "
2018;43;4314902;"5099 EEI AMIGO SPINELLI";43201377;"R DONA PAULINA";"700";"-";"TRISTEZA";91920030;"51";"32683168";"-";"32669440";"-30.1175854";"-51.246815";"contato@aldeiadafraternidade.org.br               ";"                                                                                                    ";"5099 AMIGO SPINELLI-ALDEIA DA "
2018;43;4314902;"5100 IEI ISABEL VIEIRA";43185240;"RUA NOVA IPANEMA";"34";"-";"HIPICA";91755200;"51";"-";"-";"98453375";"-30.1532525";"-51.2013379";"iceivi@bol.com.br                                 ";"                                                                                                    ";"5100 TIA ISABEL               "
2018;43;4314902;"5101 EEI BEM-ME-QUER";43185223;"R DR JULIO TEIXEIRA";"201";"-";"VILA NOVA";91751290;"51";"30227195";"-";"98646210";"-30.1310985";"-51.2152177";"ju.neli.martins@gmail.com                         ";"                                                                                                    ";"5101 BEM ME QUER              "
2018;43;4314902;"5102 IEI RENASCER VILA AMERICA";43189083;"R ROBERTO FELIX BERTOI";"25";"FUNDOS";"CAMAQUA";91910540;"51";"32417161";"-";"84761614";"-30.1012431";"-51.2423268";"crecherenascer@bol.com.br                         ";"                                                                                                    ";"5102 RENASCER                 "
2018;43;4314902;"5105 EEI ANANDA MARGA RESTINGA VELHA";43188460;"R MANOEL FARIA DA ROSA PRIMO";"779";"-";"RESTINGA";91790770;"51";"32508180";"-";"99992181";"-30.159860199999997";"-51.140246899999994";"restingavelha@amurt.org.br                        ";"                                                                                                    ";"5105 ANANDA MARGA RESTINGA VEL"
2018;43;4314902;"5106 EEI NOVA SANTA RITA";43190529;"R TOBAGO";"570";"VILA NOVA SANTA RITA";"RESTINGA";91790530;"51";"32581138";"-";"99207094";"-30.1589231";"-51.1439202";"creche.s.rita@gmail.com                           ";"                                                                                                    ";"5106 NOVA SANTA RITA          "
2018;43;4314902;"5107 EEI ARCO IRIS I";43185584;"R TOBAGO";"1258";"-";"RESTINGA";91790530;"51";"32610170";"-";"-";"-30.155906";"-51.1372846";"acobreve@gmail.com                                ";"                                                                                                    ";"5107 ARCO IRIS I              "
2018;43;4314902;"5108 EEI PADRE PEDRO LEONARDI I";43185533;"ESTR BARRO VERMELHO";"542";"-";"RESTINGA";91790100;"51";"32505008";"-";"-";"-30.1628744";"-51.1454685";"padrepedroleonardi@yahoo.com.br                   ";"                                                                                                    ";"5108 PADRE PEDRO LEONARDI I   "
2018;43;4314902;"5109 EEI ANANDA MARGA RESTINGA NOVA 1";43188125;"RUA ALAMEDA D";"84";"QUADRA 5";"RESTINGA NOVA";91790610;"51";"30946660";"-";"-";"-30.1549846";"-51.136894";"restinganova1@amurt.org.br                        ";"                                                                                                    ";"5109 ANANDA MARGA REST NOVA 1 "
2018;43;4314902;"5110 EEI ANANDA MARGA BELEM NOVO";43188745;"AV JUCA BATISTA";"6841";"-";"IPANEMA";91770001;"51";"33122300";"-";"32642480";"-30.1747344";"-51.176649999999995";"escola.bn@amurt.org.br                            ";"                                                                                                    ";"5110 ANANDA MARGA BELEM NOVO  "
2018;43;4314902;"5111 EEI ANANDA MARGA BARRO VERMELHO";43188150;"R JOSE DE ABREU FRAGA";"52";"-";"RESTINGA";91790095;"51";"32611753";"-";"32505256";"-30.1667164";"-51.146271299999995";"barrovermelho@amurt.org.br                        ";"                                                                                                    ";"5111 ANANDA MARGA BARRO VERMEL"
2018;43;4314902;"5112 EEI SANTA CATARINA DA RESTINGA";43190430;"AV LUIZ FRANCISCO ZANELLA";"1001";"LOT. FIGUEIRA";"RESTINGA";91790800;"51";"32662517";"-";"91154736";"-30.1620111";"-51.1365418";"santacatarinadarestinga@yahoo.com.br              ";"                                                                                                    ";"5112 SANTA CATARINA DA RES    "
2018;43;4314902;"5113 EEI ANJINHO DA GUARDA";43190677;"R DOMINGOS DE ABREU";"290";"-";"SARANDI";91120090;"51";"33645552";"-";"30610152";"-29.988703";"-51.1347265";"escinfantilanjinho@terra.com.br                   ";"                                                                                                    ";"5113 ANJINHO DA GUARDA        "
2018;43;4314902;"5114 EEI CAPELA NAVEGANTES";43188311;"AV GUAIBA";"3955";"-";"CRISTAL";91900420;"51";"32651955";"-";"32686509";"-30.0991831";"-51.26444497";"adm31@cpij.org.br                                 ";"                                                                                                    ";"5114 CAPELA NAVEGANTES        "
2018;43;4314902;"5115 IEI SANTA ANITA";43190723;"R MENEZES PAREDES";"425";"-";"NONOAI";90830070;"51";"32419300";"-";"93495938";"-30.0884957";"-51.2242941";"creche.santaanita@gmail.com                       ";"                                                                                                    ";"5115 SANTA ANITA              "
2018;43;4314902;"5116 IEI COLORINDO MEU DIA";43190561;"R JOSE LUIZ MARTINS COSTA";"1001";"-";"MARIO QUINTANA";91250330;"51";"33440043";"-";"84111477";"-30.0268234";"-51.0983652";"escolinha_colorindomeudia@outlook.com             ";"                                                                                                    ";"5116 COLORINDO MEU DIA        "
2018;43;4314902;"5117 EEI NOSSA SENHORA APARECIDA LOT MARIANTE";43190545;"RUA SAO LOURENCO";"220";"LOTEAMENTO MARIANTE";"LOMBA DO PINHEIRO";91787266;"51";"33319744";"32464002";"98521700";"-30.1124293";"-51.1529632";"secretariaamnsa2017@gmail.com                     ";"                                                                                                    ";"5117 EEI NSA LOT MARIANTE     "
2018;43;4314902;"5118 IEI NOSSA SENHORA DE BELEM";43190375;"AV PROF OSCAR PEREIRA";"7788";"BELEM VELHO";"BELEM VELHO";91712320;"51";"993843005";"-";"33204555";"-30.104008";"-51.1724752";"presidencia@sanatoriobelem.com.br                 ";"                                                                                                    ";"5118 NOSSA SENHORA BELEM      "
2018;43;4314902;"5119 EEI CRIANCA CIDADA";43191878;"AV ADELINO FERREIRA JARDIM";"280";"-";"RUBEM BERTA";91250310;"51";"33665476";"-";"-";"-30.020987799999997";"-51.104511099999996";"fliliane67@hotmail.com                            ";"                                                                                                    ";"5119 CRIANÇA CIDADA           "
2018;43;4314902;"5120 EEI MEDIANEIRA NOSSO SONHO I";43200915;"R JARY";"0";"119";"PASSO DA AREIA";91350170;"51";"32374877";"-";"-";"-30.0129724";"-51.169753899999996";"crechenossosonho1@gmail.com                       ";"                                                                                                    ";"5120 MEDIANEIRA               "
2018;43;4314902;"5121 IEI NSA SRA APARECIDA IPANEMA";43188214;"AV TRAMANDAI";"395";"-";"IPANEMA";91760050;"51";"33776391";"-";"-";"-30.1342703";"-51.2298776";"instituicaoaparecida@gmail.com                    ";"                                                                                                    ";"5121 N SEN APARECIDA IPANEMA  "
2018;43;4314902;"5123 EEI GOTINHAS DE AMOR";43204635;"R DRA VERA GLUSMAN KNIJNIK";"40";"-";"VILA CONCEICAO";91920073;"51";"32223860";"-";"-";"-30.120906299999998";"-51.2536194";"escolagotinhasdeamor@gmail.com                    ";"                                                                                                    ";"5123 GOTINHAS DE AMOR         "
2018;43;4314902;"5124 EEI ANTONIO GIANELLI - LOT CAVALHADA";43204660;"R MONSENHOR RUBEN NEIS";"731";"-";"CAVALHADA";91920000;"51";"32479194";"-";"-";"-30.1171493";"-51.2310059";"centrosocialagianelli@gmail.com                   ";"                                                                                                    ";"5124 ANTONIO GIANELLI - LOT CA"
2018;43;4314902;"5127 EEI VILA GAUCHA";43204651;"R DONA MARIA";"50";"MORRO SANTA TEREZA";"SANTA TEREZA";90850280;"51";"32811094";"-";"-";"-30.0714371";"-51.2326802";"adm37@cpij.org.br                                 ";"                                                                                                    ";"5127 VILA GAÚCHA              "
2018;43;4314902;"5128 IEI TIA HELENA";43201237;"R CRISTAL DA PAZ";"180";"-";"MARIO QUINTANA";91270844;"51";"33878523";"-";"99186225";"-30.0343658";"-51.1204824";"instituicaotiahelena@hotmail.com                  ";"                                                                                                    ";"5128 TIA HELENA               "
2018;43;4314902;"5129 IEI RENOVAR DA ESPERANCA II";43206220;"RUA 7153";"100";"-";"RESTINGA";90001970;"51";"32490688";"-";"98450820";"-30.146336799999997";"-51.1274484";"renovardaesperanca@hotmail.com                    ";"                                                                                                    ";"5129 RENOVAR DA ESPERANÇA II  "
2018;43;4314902;"5130 IEI TECNOBABY";43201288;"R MARIA TRINDADE";"115";"-";"FARRAPOS";90250275;"51";"33747553";"-";"-";"-29.9795098";"-51.1968993";"amovitec@oi.com.br                                ";"                                                                                                    ";"5130 TECNOBABY                "
2018;43;4314902;"5131 IEI SAO VICENTE DE PAULO";43201156;"AV PRESIDENTE FRANKLIN ROOSEVELT";"910";"-";"NAVEGANTES";90230000;"51";"33437500";"-";"-";"-30.007760899999997";"-51.2029904";"centroedusaovicente@gmail.com                     ";"                                                                                                    ";"5131 SAO VICENTE DE PAULO     "
2018;43;4314902;"5132 EEI ANANDA MARGA RESTINGA NOVA 2";43188222;"ACESSO O";"2051";"SEGUNDA UNIDADE";"RESTINGA";91792260;"51";"30946600";"-";"-";"-30.154921899999998";"-51.141466699999995";"restinganova2@amurt.org.br                        ";"                                                                                                    ";"5132 ANANDA MARGA REST NOVA II"
2018;43;4314902;"5133 EEI AMOVIR";43191894;"R ENG OSCAR DE OLIVEIRA RAMOS";"1411";"-";"RESTINGA";91790050;"51";"32489906";"-";"-";"-30.1494496";"-51.1452138";"escolainfantilamovir@gmail.com                    ";"                                                                                                    ";"5133 AMOVIR                   "
2018;43;4314902;"5134 EEI PE DE PILAO";43208312;"RUA SEISCENTOS E NOVENTA E OITO";"104";"-";"-";90250596;"51";"33434102";"-";"-";"-29.976431799999997";"-51.197184299999996";"educabueno@yahoo.com.br                           ";"                                                                                                    ";"5134 PÉ DE PILÃO              "
2018;43;4314902;"5135 EEI ANTONIO GIANELLI";43208185;"RUA B AFRICA DO SUL";"7";"SERTAO II";"BELEM VELHO";91787351;"51";"32452955";"-";"32452955";"-30.1161468";"-51.1517398";"centrosocialagianelli@gmail.com                   ";"                                                                                                    ";"5135 ANTONIO GIANELLI         "
2018;43;4314902;"5136 IEI UNIAO ESPERANCA";43207715;"RUA AMERICANA";"90";"-";"BELEM VELHO RINCAO";91787380;"51";"32660947";"-";"94448930";"-30.1130301";"-51.166785999999995";"escolauniaoesperanca@gmail.com                    ";"                                                                                                    ";"5136 UNIÃO ESPERANÇA          "
2018;43;4314902;"5138 IEI BRINCANDO E APRENDENDO";43211399;"R MONSENHOR SEVERINO BRUN";"65";"065- LOT PROGRESSO";"FARRAPOS";90245308;"51";"33431791";"85496404";"98139660";"-29.987814899999996";"-51.1970952";"brincando.aprendendo@outlook.com.br               ";"                                                                                                    ";"5138 BRINCANDO E APRENDENDO   "
2018;43;4314902;"5139 IEI ACOMPAR NUCLEO III";43211100;"RUA JOAO PARIS";"1107";"-";"RUBEM BERTA";91160440;"51";"33673098";"-";"98608640";"-29.988499";"-51.1004217";"acomparn3@yahoo.com.br                            ";"                                                                                                    ";"5139 ACOMPAR III              "
2018;43;4314902;"5140 EEI JESUS MENINO";43211453;"RUA C";"45";"VILA CASTELO";"RESTINGA";91790200;"51";"32575279";"92666212";"32501277";"-30.1522173";"-51.1346763";"adm19@cpij.org.br                                 ";"                                                                                                    ";"5140 JESUS MENINO             "
2018;43;4314902;"5141 EEI ABRASCE LOTEAMENTO PAMPA";43211119;"R VEREADOR ELOY MARTINS";"103";"91176692-SIMONE-";"FARRAPOS";90250264;"51";"33371917";"-";"-";"-29.9802828";"-51.1986998";"adm.pampa@abrascerestauracao.org                  ";"                                                                                                    ";"5141 ABRASCE PAMPA            "
2018;43;4314902;"5142 IEI CRESCER COM LAZER";43209254;"AV IRMAO FAUSTINO JOAO";"59";"-";"RUBEM BERTA";91250690;"51";"33406253";"-";"-";"-30.0213495";"-51.0940974";"crescercomlazer1996@hotmail.com                   ";"                                                                                                    ";"5142 CRESCER COM LAZER TIMBAUV"
2018;43;4314902;"5145 IEI PRINCESA ISABEL";43211330;"AV JOAO PESSOA";"2301";"FARROUPILHA";"CENTRO HISTORIC";90040000;"51";"32235030";"-";"-";"-30.0510306";"-51.2109004";"verapoa@terra.com.br                              ";"                                                                                                    ";"5145 PRINCESA ISABEL          "
2018;43;4314902;"5146 EEI CHACRINHA";43211216;"R HORTENCIO MACHADO DE LIMA";"48";"-";"RESTINGA";91790620;"51";"32412735";"-";"-";"-30.1665004";"-51.1419456";"escolachacrinha@hotmail.com                       ";"                                                                                                    ";"5146 CHACRINHA                "
2018;43;4314902;"5147 EEI PADRE PEDRO LEONARDI II";43240615;"R EMILIA PERRONI FERNANDES";"100";"-";"CAMAQUA";91910295;"51";"32221793";"-";"-";"-30.1052";"-51.245531299999996";"lopesnza@yahoo.com.br                             ";"                                                                                                    ";"5147 P P LEONARDI II          "
2018;43;4314902;"5148 EEI MARISTA MENINO JESUS";43280005;"RUA GRACA MOURA";"100";"-";"HUMAITA";90220330;"51";"30580603";"-";"-";"-30.0176651";"-51.2135073";"meninojesus@maristas.org.br                       ";"                                                                                                    ";"5148 MENINO JESUS LOT STA TERE"
2018;43;4314902;"5149 EEI EGIDIO PICCOLI";43240208;"R VIOLETA PARQUE DAS ORQUIDEAS";"2";"985073328";"MARIO QUINTANA";91260396;"51";"85235993";"-";"33382784";"-30.042138799999996";"-51.10631059999999";"escolaegidiopiccoli@yahoo.com.br                  ";"                                                                                                    ";"5149 EGIDIO PICCOLI           "
2018;43;4314902;"5150 EEI SEMEANDO O AMANHA";43281001;"TRAV COSME E DAMIAO";"84";"-";"PARTENON";90680247;"51";"33222654";"-";"-";"-30.0695528";"-51.1982088";"semeandoamanha2008@hotmail.com                    ";"                                                                                                    ";"5150 SEMEANDO O AMANHA        "
2018;43;4314902;"5151 EEI BOA VISTA";43240011;"R SALOMAO DUBIN";"11";"-";"BOA VISTA";91340450;"51";"33284728";"-";"-";"-30.0234088";"-51.8746199";"asmojibj@hotmail.com                              ";"                                                                                                    ";"5151 BOA VISTA                "
2018;43;4314902;"5152 IEI PEQUENO PRINCIPE";43240607;"R VIUVINHA";"275";"IPE II";"JARDIM CARVALHO";91430817;"51";"33971297";"-";"-";"-30.0553207";"-51.1497217";"pequenoazambuja@hotmail.com                       ";"                                                                                                    ";"5152 PEQUENO PRINCIPE         "
2018;43;4314902;"5153 EEI MEU DENGO";43282008;"R GERALDINA BATISTA";"115";"-";"RUBEM BERTA";91150095;"51";"33646437";"-";"99200297";"-30.0080712";"-51.114277699999995";"escolainfantilmeudengo@hotmail.com                ";"                                                                                                    ";"5153 MEU DENGO                "
2018;43;4314902;"5154 IEI MUNDO COLORIDO";43240429;"R DONA TEODORA";"984";"ACESSO 3 PREDIO 47";"FARRAPOS";90240300;"51";"985651121";"-";"98607246";"-29.9926875";"-51.1938659";"mundocoloridoescola@hotmail.com                   ";"                                                                                                    ";"5154 MUNDO COLORIDO           "
2018;43;4314902;"5155 IEI RENOVAR DA ESPERANCA";43283004;"R JACQUES YVES COSTEAU";"565";"-";"RESTINGA";91790425;"51";"32497520";"32662442";"99351625";"-30.1588946";"-51.1327706";"noris.manito@hotmail.com/  g8figueiro@gmail.com   ";"                                                                                                    ";"5155 RENOVAR DA ESPERANÇA     "
2018;43;4314902;"5156 IEI LAR ESPERANCA";43201296;"R DEODORO";"250";"-";"MARIO QUINTANA";91260370;"51";"33861153";"31262030";"33864877";"-30.036146";"-51.1198856";"crechelaresperanca@yahoo.com.br                   ";"                                                                                                    ";"5156 LAR ESPERANÇA            "
2018;43;4314902;"5157 EEI MARISTA RENASCER";43187846;"R IRMAOS MARISTAS";"0";"-";"MARIO QUINTANA";91250254;"51";"33662844";"-";"33662844";"-30.0237311";"-51.0975232";"renascer@maristas.org.br                          ";"                                                                                                    ";"5157 MARISTA RENASCER         "
2018;43;4314902;"5158 IEI ESCOLA DA VIDA";43206239;"R CRUZEIRO DO SUL";"2873";"-";"SANTA TEREZA";90840000;"51";"32424103";"-";"99803870";"-30.085231399999998";"-51.230973299999995";"escoladavida@hotmail.com                          ";"                                                                                                    ";"5158 ESCOLA DA VIDA           "
2018;43;4314902;"5159 EEI TIA IARA";43282016;"R ARAPEI";"551";"FUNDOS";"CRISTAL";90830470;"51";"992911918";"-";"99668287";"-30.087260899999997";"-51.229771899999996";"crechetiaiara@hotmail.com                         ";"                                                                                                    ";"5159 TIA IARA                 "
2018;43;4314902;"5160 EEI ANJINHOS DE CRISTAL";43240402;"BC B ESTR CRISTIANO KRAEMER";"450";"ACESSO J";"VILA NOVA";91750060;"51";"32452259";"-";"-";"-30.1196946";"-51.201672";"ascomocris@hotmail.com                            ";"                                                                                                    ";"5160 ANJINHOS DE CRISTAL      "
2018;43;4314902;"5161 EEI RAIO DE SOL";43284000;"RUA COLINA";"150";"-";"VILA NOVA";91750000;"51";"32451046";"-";"-";"-30.133041199999997";"-51.199592599999995";"eirscamponovo@yahoo.com.br                        ";"                                                                                                    ";"5161 RAIO DE SOL              "
2018;43;4314902;"5163 EEI PLANETA INFANTIL";43207723;"ACESSO A";"3036";"-";"RESTINGA NOVA";91793020;"51";"32610865";"-";"-";"-30.1481244";"-51.1410318";"emerson_susana@hotmail.com                        ";"                                                                                                    ";"5163 PLANETA INFANTIL         "
2018;43;4314902;"5164 EEI ARCO IRIS II";43260004;"R TOBAGO";"1260";"-";"RESTINGA";91790530;"51";"32612081";"-";"32610170";"-30.1557883";"-51.1370665";"acobreve@gmail.com                                ";"                                                                                                    ";"5164 ARCO ÍRIS II             "
2018;43;4314902;"5165 IEI VOVO BELINHA";43254403;"AV JOAQUIM PORTO VILLANOVA";"136";"VILA PINTO";"JARDIM CARVALHO";91410400;"51";"33381044";"-";"-";"-30.0482674";"-51.1555676";"cintia.vovobeli@gmail.com                         ";"                                                                                                    ";"5165 VOVÓ BELINHA             "
2018;43;4314902;"5166 EEI ABRASCE PARTENON";43254209;"R MILTON SALES SILVEIRA";"37";"-";"CEL AP BORGES";91530660;"51";"33197898";"-";"-";"-30.0700604";"-51.1832874";"escola.partenon@abrascerestauracao.org            ";"                                                                                                    ";"5166 ABRASCE PARTENON         "
2018;43;4314902;"5167 EEI PADRE VALLE NOSSO SONHO II";43259014;"AV BERNARDI";"61";"-";"CRISTO REDENTOR";91040030;"51";"33433436";"-";"-";"-30.0098497";"-51.1564877";"e.e.i.nossosonho2@hotmail.com                     ";"                                                                                                    ";"5167 PADRE VALLE              "
2018;43;4314902;"5168 EEI TIA BETH";43211666;"R VINTE SETE VILA MATO SAMPAIO";"125";"97227777 985210887";"BOM JESUS";91420634;"51";"33343380";"-";"33387255";"-30.0501616";"-51.1639748";"adm40@cpij.org.br                                 ";"                                                                                                    ";"5168 TIA BETH                 "
2018;43;4314902;"5169 IEI SONHO MEU";43254624;"AV MOAB CALDAS ACESSO 6";"20";"VILA TRONCO";"SANTA TEREZA";90880310;"51";"32338068";"-";"-";"-30.0679307";"-51.2164041";"crechesonhomeu@gmail.com                          ";"                                                                                                    ";"5169 SONHO MEU                "
2018;43;4314902;"5170 IEI INTEGRACAO DOS ANJOS";43240410;"AV IPIRANGA";"3780";"3858";"PRAIA DE BELAS";90160090;"51";"33528890";"99275058";"98449173";"-30.051539299999998";"-51.1940125";"anjosdaintegracao@gmail.com                       ";"                                                                                                    ";"5170 INTEGRAÇÃO DOS ANJOS     "
2018;43;4314902;"5172 EEI POPULAR NOVA GERACAO";43295274;"R PRIMAVERA";"50";"-";"SARANDI";91140290;"51";"33404386";"-";"-";"-29.988251199999997";"-51.134521899999996";"ngeracao@hotmail.com                              ";"                                                                                                    ";"5172 NOVA GERAÇÃO             "
2018;43;4314902;"5173 EEI CASA DE NAZARE";43300170;"ESTR ARACAJU";"453";"-";"VILA NOVA";91740320;"51";"32491444";"97252650";"32427266";"-30.1033387";"-51.2192456";"escolacasanazare@gmail.com                        ";"                                                                                                    ";"5173 GALBUSERA                "
2018;43;4314902;"5175 IEI OSICOM II";43296181;"R MANOEL FERRADOR";"405";"-";"PASSO DAS PEDRAS";91230370;"51";"30193822";"-";"33475112";"-30.0173925";"-51.1261082";"OSICOM22@GMAIL.COM                                ";"                                                                                                    ";"5175 OSICOM II                "
2018;43;4314902;"5176 IEI OSICOM III";43295282;"R BONIFACIO CALDERON";"45";"-";"PASSO DAS PEDRAS";91230170;"51";"33563395";"96794951";"33445159";"-30.0206808";"-51.1270166";"infantilosicom3@gmail.com                         ";"                                                                                                    ";"5176 OSICOM III               "
2018;43;4314902;"5177 EEI SAO GUILHERME";43299199;"DIRETRIZ 3729";"116";"-";"PARTENON";91520650;"51";"33849997";"-";"33849997";"-30.067335399999997";"-51.1595448";"escolasaoguilherme@yahoo.com.br                   ";"                                                                                                    ";"5177 SÃO GUILHERME            "
2018;43;4314902;"5179 IEI DUTRA JARDIM";43298206;"R ALBERTO SEHBE SIMON";"74";"VILA DUTRA JARDIM";"RUBEM BERTA";91160595;"51";"33814901";"-";"84661805";"-30.001091099999996";"-51.1014116";"dutrajardim_2009@hotmail.com                      ";"                                                                                                    ";"5179 DUTRA JARDIM             "
2018;43;4314902;"5180 EEI PORTAL ENCANTADO";43300146;"R JAIME LINO DOS SANTOS FILHO";"604";"QUINTA DO PORTAL";"LOMBA PINHEIRO";91550610;"51";"33181777";"-";"98295034";"-30.085206";"-51.1159756";"                                                  ";"                                                                                                    ";"5180 PORTAL ENCANTADO         "
2018;43;4314902;"5181 EEI PLANETA MAGICO";43298150;"R B VILA BECO DOS HERDEIROS";"61";"VILA DOS HERDEIROS";"AGRONOMIA";91540030;"51";"33774081";"-";"-";"-30.085206";"-51.1159756";"escolainfantilplanetamagico@gmail.com             ";"                                                                                                    ";"5181 PLANETA MÁGICO           "
